lesbian,6,2.33,5.76,2.55
maniac,4.29,2.1,5.24,1.92
letter,6.26,1.52,5.21,2.2
manner,5.67,0.97,4.71,1.93
liberty,7.67,1.3,5.92,2.47
mantel,4.9,1.71,3.75,2.34
lice,2.69,2.32,5.14,2.18
manure,2.95,1.76,4.05,2.31
lie,3.87,2.23,5.33,2.82
market,5.84,1.01,4.79,1.51
life,7,2.37,5.42,2.97
massacre,2.24,1.41,5.48,2.32
lightbulb,5.44,1.12,3.8,1.89
masterful,7.27,1.39,5.67,2.32
lighthouse,6.33,1.61,5.06,2.26
masturbate,6.6,1.5,6.08,1.89
lightning,5.16,2.76,6.52,1.81
material,5.27,1.58,4.5,2.41
limber,5.45,1.23,4.85,1.9
measles,3.33,1.63,4.4,2.38
lion,5.6,2.1,5.84,2.43
medicine,5.57,1.91,4.52,2.34
listless,4.41,1.91,4.94,2.52
meek,4.5,1.64,3.3,1.75
lively,6.89,1.53,5.47,2.84
melody,6.68,2.03,4.77,2.84
locker,4.95,1.59,3.41,2.38
memories,7.35,1.63,6.2,2.26
loneliness,1.67,1.07,4.67,3.03
memory,6.88,1.5,5.44,2.56
lonely,2.2,1.26,3.8,2.43
menace,3.18,1.78,5.24,2.82
loser,2.61,1.54,4.84,2.65
merry,7.7,1.38,6.35,2.01
lost,3.22,1.7,5.89,2.35
messy,3.14,1.85,3.1,1.95
lottery,6.72,1.45,5.11,2.19
metal,5.09,1.31,3.82,1.97
louse,3.88,2.22,4.47,2.24
method,5.9,2.02,4.43,2.96
love,8.6,0.84,6.5,3.14
mighty,6.1,2,5.35,2.6
loved,8.1,0.99,5.5,2.32
mildew,3.36,1.22,4.07,1.82
loyal,6.8,2.24,5,2.27
milk,6.43,1.94,4.52,2.75
lucky,7.94,1.24,7,1.9
millionaire,8.3,1.34,5.6,3.13
lump,4.95,1.84,4.32,2.67
mind,6.52,2.11,5.24,2.74
luscious,7.55,1.13,6.08,2.11
miracle,8.4,0.83,7.53,1.46
lust,7.32,1.63,6.92,1.96
mischief,5.4,1.9,5.75,2.17
luxury,7.5,2.32,4.08,2.68
misery,2.3,1.53,4.95,2.68
machine,4.65,1.63,3.8,2.28
mistake,3.25,2.07,5.15,2.5
mad,2.35,1.23,7.2,1.77
mobility,6.7,1.92,5.45,2.06
madman,4.79,2.04,5.11,2.18
modest,5.68,1.29,4.42,2.12
maggot,2.4,1.84,4.6,3.17
mold,3.9,1.73,4,1.48
magical,7.05,1.75,6.05,2.04
moment,5.53,1.7,4.56,2.5
mail,6.5,1.76,5.74,2.45
money,7.92,1.51,5,2.98
malaria,2.4,1.35,4.19,2.56
month,5.4,0.84,4.1,1.66
malice,3.56,2.13,5.22,2.28
moody,3.5,1.57,4,2.29
moral,5.95,2.33,4.57,2.4
nude,7.8,1.66,7.12,2.33
morbid,3.4,2.13,4.73,2.55
nuisance,3.84,1.74,4.58,2.19
morgue,2.27,1.53,4.2,2.73
nun,4.5,1.58,3.11,1.75
mosquito,3.29,2.24,4.71,2.81
nurse,6.42,1.98,4.88,2.35
mother,7.87,1.46,5.2,3
nursery,4.95,1.87,3.47,2.09
mountain,6.2,1.82,5.8,2.54
obesity,2.61,1.38,3.21,2.32
movie,6.73,2.37,5.07,2.34
obey,4.52,2.02,4.29,1.82
mucus,3.86,2.37,3.43,1.91
obnoxious,4,1.69,4.7,1.81
muddy,4.84,1.86,3.95,1.81
obscene,5.21,2.2,5.63,2.29
muffin,6.35,1.95,4.55,2.14
obsession,5.72,1.9,6.72,1.6
murderer,1.83,1.27,7.58,2.35
ocean,6.79,1.48,5.36,2.65
muscular,6.08,2.11,5.92,2.35
odd,5.25,1.71,4.45,2.54
museum,5.45,2.11,4.4,2.19
offend,3.37,1.57,5.74,1.48
mushroom,6.08,2.26,4.96,2.49
office,5.28,1.9,4.08,1.82
music,7.67,1.23,5.6,2.77
opinion,5.71,1.27,4.54,2.63
mutation,4.37,2.56,4.84,2.46
optimism,6.14,2.41,4.81,2.52
mutilate,1.4,0.97,7.5,2.07
option,6.2,1.2,4.75,2.45
mystic,5.95,2.09,4.2,2.17
orchestra,5.33,2.57,3,2.04
naked,6.95,2.06,6.1,2.95
orgasm,8.45,1.28,7.9,1.77
name,5.95,1.9,4.75,2.49
outdoors,7.36,2.29,5.48,2.63
narcotic,4.5,1.99,4.75,2.31
outrage,3.68,2.23,6.55,2.34
nasty,4.21,2.27,5.21,2.27
outstanding,7.47,1.54,6.32,2.26
natural,6.56,1.58,4.78,2.24
overcast,4,1.53,4.21,1.78
nature,7.43,1.45,4.62,2.69
overwhelmed,4.87,2.5,6.4,3.02
nectar,6.79,1.81,3.54,2.82
owl,6.04,1.27,4,2.04
needle,4.11,1.57,5,2.61
pain,2.9,1.77,5.7,2.27
neglect,3.33,1.77,4.52,2.11
paint,5.16,1.54,4.58,2.17
nervous,3.74,1.28,5.53,1.95
palace,6.47,1.97,4.82,2.86
neurotic,4.95,1.99,4.74,2.6
pamphlet,4.85,1.14,3.6,1.88
news,5.53,1.43,4.55,2.35
pancakes,6.56,1.33,3.92,1.98
nice,6.83,1.65,4.95,2.82
panic,3.52,1.94,6.52,2.35
nightmare,2.58,1.38,7.45,1.69
paper,5.33,1.37,2.45,2.07
nipple,7.32,1.45,6.68,2.26
paradise,8.6,0.75,5.85,3.41
noisy,5.1,1.92,6.15,1.73
paralysis,2.39,1.72,4.84,2.81
nonchalant,4.71,1.45,3.12,2
part,5.11,1.6,4.67,1.68
nonsense,5.11,1.73,4.89,1.94
party,7.12,1.83,6.59,2.58
noose,4.14,1.62,4.71,2.19
passage,5.53,1.18,4.44,1.98
nourish,6.24,1.92,4.43,2.31
passion,7.8,1.14,7.7,1.89
pasta,6.68,1.7,4.88,2.13
pressure,3.5,1.19,5.55,2.31
patent,5.75,1.42,3.08,1.93
prestige,7.45,1.64,6.15,1.69
patient,4.71,1.82,4.19,2.25
pretty,7.65,1.42,6.65,1.98
patriot,6.85,1.84,6.4,2.16
prick,4.55,1.67,4.1,2.77
peace,7.25,2.1,3.85,2.74
pride,6.53,2.26,5.8,2.98
penalty,3.09,1.66,4.68,2.38
priest,6.06,2.46,5.41,2.45
pencil,5.3,0.67,3,1.94
prison,2.25,1.76,5.92,3.34
penis,5.55,1.7,5.1,2.77
privacy,5.73,1.58,3.93,2.09
